"154","Delftia lacustris"
"155","Dermabacter vaginalis"
"156","Dermacoccus nishinomiyaensis"
"157","Devosia beringensis"
"158","Devosia ginsengisoli"
"159","Devosia salina"
"160","Diaphorobacter aerolatus"
"161","Diaphorobacter nitroreducens"
"162","Dietzia lutea"
"163","Dietzia psychralcaliphila"
"164","Dietzia timorensis"
"165","Duffyella gerundensis"
"166","Duganella dendranthematis"
"167","Empedobacter falsenii"
"168","Enterobacter asburiae"
"169","Enterobacter hormaechei"
"170","Enterobacter roggenkampii"
"171","Enterococcus cecorum"
"172","Epilithonimonas vandammei"
"173","Escherichia coli"
"174","Escherichia fergusonii"
"175","Faecalibacterium duncaniae"
"176","Fusobacterium canifelinum"
"177","Fusobacterium pseudoperiodonticum"
"178","Gemella haemolysans"
"179","Gemella morbillorum"
"180","Gemella sanguinis"
"181","Geobacillus kaustophilus"
"182","Geobacillus subterraneus"
"183","Geobacillus thermocatenulatus"
"184","Geobacillus zalihae"
"185","Geodermatophilus obscurus"
"186","Gordonia polyisoprenivorans"
"187","Granulicatella adiacens"
"188","Haematobacter massiliensis"
"189","Haemophilus haemolyticus"
"190","Haemophilus parahaemolyticus"
"191","Haemophilus pittmaniae"
"192","Hydrogenophaga crassostreae"
"193","Hydrogenophaga crocea"
"194","Hydrogenophaga pseudoflava"
"195","Hydrogenophilus thermoluteolus"
"196","Hymenobacter baengnokdamensis"
"197","Hymenobacter swuensis"
"198","Hymenobacter tibetensis"
"199","Ideonella dechloratans"
"200","Inhella inkyongensis"
"201","Intrasporangium calvum"
"202","Janibacter indicus"
"203","Janibacter melonis"
"204","Janthinobacterium lividum"
"205","Janthinobacterium svalbardensis"
"206","Janthinobacterium tructae"
"207","Jatrophihabitans telluris"
"208","Kineococcus radiotolerans"
"209","Klebsiella michiganensis"
"210","Klebsiella pneumoniae"
"211","Kocuria flava"
"212","Kocuria indica"
"213","Kocuria palustris"
"214","Lachnoanaerobaculum umeaense"
"215","Lacticaseibacillus paracasei"
"216","Lactobacillus crispatus"
"217","Lactobacillus delbrueckii"
"218","Lactobacillus jensenii"
"219","Lactobacillus paragasseri"
"220","Lactobacillus taiwanensis"
"221","Lactococcus cremoris"
"222","Lactococcus lactis"
"223","Latilactobacillus sakei"
"224","Lautropia mirabilis"
"225","Lawsonella clevelandensis"
"226","Leclercia adecarboxylata"
"227","Leptothrix cholodnii"
"228","Ligilactobacillus salivarius"
"229","Limosilactobacillus fermentum"
"230","Limosilactobacillus vaginalis"
"231","Marisediminicola antarctica"
"232","Massilia antarctica"
"233","Massilia forsythiae"
"234","Massilia oculi"
"235","Massilia putida"
"236","Megamonas funiformis"
"237","Melaminivora jejuensis"
"238","Mesorhizobium terrae"
"239","Methylibium petroleiphilum"
"240","Methylobacterium durans"
"241","Methylobacterium indicum"
"242","Methylobacterium organophilum"
"243","Methylobacterium oryzae"
"244","Methylobacterium phyllosphaerae"
"245","Methylobacterium radiodurans"
"246","Methylobacterium radiotolerans"
"247","Methylobacterium terrae"
"248","Methylorubrum extorquens"
"249","Methylorubrum populi"
"250","Microbacterium aurum"
"251","Microbacterium hominis"
"252","Microbacterium liquefaciens"
"253","Microbacterium luteum"
"254","Microbacterium sediminis"
"255","Microcella flavibacter"
"256","Micrococcus luteus"
"257","Micrococcus yunnanensis"
"258","Microcoleus vaginatus"
"259","Microlunatus elymi"
"260","Microlunatus phosphovorus"
"261","Micropruina glycogenica"
"262","Microvirga ossetica"
"263","Microvirga thermotolerans"
"264","Moraxella cuniculi"
"265","Moraxella nonliquefaciens"
"266","Moraxella osloensis"
"267","Morococcus cerebrosus"
"268","Mycobacterium paragordonae"
"269","Mycobacteroides chelonae"
"270","Mycolicibacterium gadium"
"271","Mycolicibacterium phocaicum"
"272","Nakamurella antarctica"
"273","Nakamurella multipartita"
"274","Neisseria cinerea"
"275","Neisseria elongata"
"276","Neisseria macacae"
"277","Neisseria sicca"
"278","Neisseria subflava"
"279","Neomicrococcus aestuarii"
"280","Nesterenkonia pannonica"
"281","Nocardioides anomalus"
"282","Nocardioides aquaticus"
"283","Nocardioides dongkuii"
"284","Nocardioides mesophilus"
"285","Nocardioides okcheonensis"
"286","Nocardioides panacis"
"287","Nocardioides seonyuensis"
"288","Nosocomiicoccus ampullae"
"289","Nostoc edaphicum"
"290","Novosphingobium aromaticivorans"
"291","Novosphingobium decolorationis"
"292","Novosphingobium pentaromativorans"
"293","Novosphingobium resinovorum"
"294","Ornithinimicrobium avium"
"295","Ornithinimicrobium ciconiae"
"296","Ornithinimicrobium flavum"
"297","Oscillatoria acuminata"
"298","Ottowia oryzae"
"299","Ottowia testudinis"
"300","Pandoraea commovens"
"301","Pantoea agglomerans"
"302","Pantoea eucrina"
"303","Paraburkholderia aromaticivorans"
"304","Paraburkholderia fungorum"
"305","Paracoccus aminovorans"
"306","Paracoccus contaminans"
"307","Paracoccus marcusii"
"308","Paracoccus mutanolyticus"
"309","Paracoccus sanguinis"
"310","Paracoccus yeei"
"311","Peptoniphilus harei"
"312","Phenylobacterium zucineum"
"313","Phocaeicola coprophilus"
"314","Phocaeicola dorei"
"315","Phormidium yuhuli"
"316","Phreatobacter stygius"
"317","Polaromonas naphthalenivorans"
"318","Porphyromonas gingivalis"
"319","Prevotella copri"
"320","Prevotella histicola"
"321","Prevotella intermedia"
"322","Prevotella jejuni"
"323","Prevotella melaninogenica"
"324","Prevotella nigrescens"
"325","Prevotella oris"
"326","Propioniciclava coleopterorum"
"327","Pseudoduganella armeniaca"
"328","Pseudoduganella flava"
"329","Pseudoduganella plicata"
"330","Pseudoduganella umbonata"
"331","Pseudomonas aeruginosa"
"332","Pseudomonas alcaligenes"
"333","Pseudomonas asgharzadehiana"
"334","Pseudomonas campi"
"335","Pseudomonas fragi"
"336","Pseudomonas furukawaii"
"337","Pseudomonas hydrolytica"
"338","Pseudomonas juntendi"
"339","Pseudomonas khazarica"
"340","Pseudomonas lurida"
"341","Pseudomonas marincola"
"342","Pseudomonas mendocina"
"343","Pseudomonas monteilii"
"344","Pseudomonas mosselii"
"345","Pseudomonas multiresinivorans"
"346","Pseudomonas oleovorans"
"347","Pseudomonas orientalis"
"348","Pseudomonas pergaminensis"
"349","Pseudomonas protegens"
"350","Pseudomonas putida"
"351","Pseudomonas qingdaonensis"
"352","Pseudomonas rhizosphaerae"
"353","Pseudomonas salmasensis"
"354","Pseudomonas sediminis"
"355","Pseudomonas shahriarae"
"356","Pseudomonas shirazica"
"357","Pseudomonas siliginis"
"358","Pseudomonas simiae"
"359","Pseudomonas sivasensis"
"360","Pseudomonas soli"
"361","Pseudomonas synxantha"
"362","Pseudomonas tensinigenes"
"363","Pseudomonas tohonis"
"364","Pseudomonas toyotomiensis"
"365","Pseudomonas tritici"
"366","Pseudomonas veronii"
"367","Pseudomonas viridiflava"
"368","Pseudomonas wenzhouensis"
"369","Pseudomonas yamanorum"
"370","Pseudonocardia autotrophica"
"371","Pseudonocardia broussonetiae"
"372","Pseudoxanthomonas daejeonensis"
"373","Pseudoxanthomonas mexicana"
"374","Psychrobacter alimentarius"
"375","Psychrobacter arcticus"
"376","Psychrobacter arenosus"
"377","Psychrobacter cryohalolentis"
"378","Psychrobacter urativorans"
"379","Psychromicrobium lacuslunae"
"380","Pulveribacter suum"
"381","Ralstonia insidiosa"
"382","Ralstonia mannitolilytica"
"383","Ralstonia pseudosolanacearum"
"384","Ralstonia syzygii"
"385","Ramlibacter tataouinensis"
"386","Rathayibacter festucae"
"387","Rheinheimera mangrovi"
"388","Rhizobacter gummiphilus"
"389","Rhizobium oryzihabitans"
"390","Rhizobium pusense"
"391","Rhizorhabdus dicambivorans"
"392","Rhizorhabdus phycosphaerae"
"393","Rhizorhabdus wittichii"
"394","Rhodococcus erythropolis"
"395","Rhodococcus fascians"
"396","Rhodococcus qingshengii"
"397","Rhodoferax koreense"
"398","Rhodoferax saidenbachensis"
"399","Rhodoferax sediminis"
"400","Rhodopseudomonas boonkerdii"
"401","Rhodopseudomonas palustris"
"402","Richelia sinica"
"403","Roseateles depolymerans"
"404","Roseomonas haemaphysalidis"
"405","Roseomonas mucosa"
"406","Rothia aeria"
"407","Rothia amarae"
"408","Rothia dentocariosa"
"409","Rothia nasimurium"
"410","Rothia terrae"
"411","Rugosibacter aromaticivorans"
"412","Salinicoccus halodurans"
"413","Sanguibacter keddieii"
"414","Schaalia meyeri"
"415","Serpentinimonas maccroryi"
"416","Serratia liquefaciens"
"417","Shewanella xiamenensis"
"418","Shigella dysenteriae"
"419","Shigella flexneri"
"420","Shigella sonnei"
"421","Simplicispira suum"
"422","Skermanella rosea"
"423","Sphaerotilus sulfidivorans"
"424","Sphingobium amiense"
"425","Sphingobium cloacae"
"426","Sphingobium fuliginis"
"427","Sphingobium indicum"
"428","Sphingobium phenoxybenzoativorans"
"429","Sphingobium xenophagum"
"430","Sphingobium yanoikuyae"
"431","Sphingomonas aliaeris"
"432","Sphingomonas alpina"
"433","Sphingomonas changnyeongensis"
"434","Sphingomonas ginsengisoli An et al. 2013"
"435","Sphingomonas hengshuiensis"
"436","Sphingomonas koreensis"
"437","Sphingomonas morindae"
"438","Sphingomonas paeninsulae"
"439","Sphingomonas panacis"
"440","Sphingomonas panacisoli"
"441","Sphingomonas paucimobilis"
"442","Sphingomonas piscis"
"443","Sphingomonas profundi"
"444","Sphingomonas psychrotolerans"
"445","Sphingomonas radiodurans"
"446","Sphingomonas rhizophila"
"447","Sphingomonas sabuli"
"448","Sphingomonas sanxanigenens"
"449","Sphingomonas suaedae"
"450","Sphingomonas taxi"
"451","Sphingomonas xanthus"
"452","Sphingopyxis fribergensis"
"453","Sphingopyxis macrogoltabida"
"454","Sphingosinithalassobacter tenebrarum"
"455","Spirosoma pollinicola"
"456","Staphylococcus aureus"
"457","Staphylococcus auricularis"
"458","Staphylococcus caprae"
"459","Staphylococcus epidermidis"
"460","Staphylococcus equorum"
"461","Staphylococcus haemolyticus"
"462","Staphylococcus hominis"
"463","Staphylococcus nepalensis"
"464","Staphylococcus pasteuri"
"465","Staphylococcus pettenkoferi"
"466","Staphylococcus saccharolyticus"
"467","Staphylococcus saprophyticus"
"468","Staphylococcus warneri"
"469","Stenotrophomonas acidaminiphila"
"470","Stenotrophomonas indicatrix"
"471","Stenotrophomonas maltophilia"
"472","Stenotrophomonas pavanii"
"473","Streptococcus australis"
"474","Streptococcus cristatus"
"475","Streptococcus gordonii"
"476","Streptococcus gwangjuense"
"477","Streptococcus intermedius"
"478","Streptococcus koreensis"
"479","Streptococcus lactarius"
"480","Streptococcus lutetiensis"
"481","Streptococcus oralis"
"482","Streptococcus pseudopneumoniae"
"483","Streptococcus thermophilus"
"484","Stutzerimonas degradans"
"485","Stutzerimonas kunmingensis"
"486","Stutzerimonas stutzeri"
"487","Sulfuritortus calidifontis"
"488","Sulfurivermis fontis"
"489","Tardibacter chloracetimidivorans"
"490","Tepidimonas taiwanensis"
"491","Tessaracoccus flavescens"
"492","Thauera humireducens"
"493","Thiopseudomonas alkaliphila"
"494","Truepera radiovictrix"
"495","Tsuneonella dongtanensis"
"496","Veillonella dispar"
"497","Veillonella nakazawae"
"498","Veillonella parvula"
"499","Verminephrobacter eiseniae"
"500","Weizmannia coagulans"
"501","Xanthomonas campestris"
"502","Xylophilus rhododendri"
"503","Zymomonas mobilis"
"504","[Ruminococcus] gnavus"
